"code","year","age","asfr","total","cpfr","exposure"
"ISL",1980,49,0,0,2.477,1196.26
"ISL",1980,50,0,0,2.477,1163
"ISL",1980,51,0,0,2.477,1087.02
"ISL",1980,52,0,0,2.477,1048.45
"ISL",1980,53,0,0,2.477,1074.82
"ISL",1980,54,0,0,2.477,1015.5
"ISL",1980,55,0,0,2.477,939.83
"ISL",1981,12,0,0,0,1953.71
"ISL",1981,13,4e-05,0.09,0,2014.81
"ISL",1981,14,0.00089,1.91,0,2157.89
"ISL",1981,15,0.00552,12,0.001,2174
"ISL",1981,16,0.02471,55,0.006,2225.38
"ISL",1981,17,0.04266,97,0.031,2273.88
"ISL",1981,18,0.07478,167,0.074,2233.25
"ISL",1981,19,0.09745,209,0.149,2144.67
"ISL",1981,20,0.12225,263,0.246,2151.28
"ISL",1981,21,0.1489,317,0.368,2128.97
"ISL",1981,22,0.1343,280,0.517,2084.86
"ISL",1981,23,0.14066,291,0.652,2068.85
"ISL",1981,24,0.14435,294,0.792,2036.77
"ISL",1981,25,0.1376,276,0.937,2005.84
"ISL",1981,26,0.14143,274,1.074,1937.36
"ISL",1981,27,0.14117,260,1.216,1841.72
"ISL",1981,28,0.13688,242,1.357,1768
"ISL",1981,29,0.1172,203,1.494,1732.02
"ISL",1981,30,0.1092,193,1.611,1767.4
"ISL",1981,31,0.10852,180,1.72,1658.73
"ISL",1981,32,0.0911,149,1.829,1635.53
"ISL",1981,33,0.07393,120,1.92,1623.2
"ISL",1981,34,0.07848,116,1.994,1478
"ISL",1981,35,0.05917,84,2.072,1419.59
"ISL",1981,36,0.05838,84,2.131,1438.88
"ISL",1981,37,0.04491,60,2.19,1335.89
"ISL",1981,38,0.03821,51,2.234,1334.69
"ISL",1981,39,0.01871,23,2.273,1229.08
"ISL",1981,40,0.01169,13,2.291,1112.39
"ISL",1981,41,0.00937,10,2.303,1067.77
"ISL",1981,42,0.0108,11,2.312,1018.91
"ISL",1981,43,0.005,5,2.323,999.09
"ISL",1981,44,0.00187,2,2.328,1069.69
"ISL",1981,45,0.00092,1,2.33,1086.13
"ISL",1981,46,0,0,2.331,1099.85
"ISL",1981,47,0.00093,1,2.331,1073.68
"ISL",1981,48,0,0,2.332,1054.04
"ISL",1981,49,0,0,2.332,1103.44
"ISL",1981,50,0,0,2.332,1190.18
"ISL",1981,51,0,0,2.332,1160.49
"ISL",1981,52,0,0,2.332,1082.42
"ISL",1981,53,0,0,2.332,1044.97
"ISL",1981,54,0,0,2.332,1074.82
"ISL",1981,55,0,0,2.332,1010.99
"ISL",1982,12,0,0,0,1951.15
"ISL",1982,13,2e-05,0.04,0,1962.21
"ISL",1982,14,0.00048,0.97,0,2020.37
"ISL",1982,15,0.00696,15,0.001,2156.35
"ISL",1982,16,0.01518,33,0.007,2174.44
"ISL",1982,17,0.04074,91,0.023,2233.85
"ISL",1982,18,0.07541,172,0.063,2280.85
"ISL",1982,19,0.10182,228,0.139,2239.29
"ISL",1982,20,0.12265,265,0.241,2160.69
"ISL",1982,21,0.13456,289,0.363,2147.77
"ISL",1982,22,0.14229,302,0.498,2122.45
"ISL",1982,23,0.15139,317,0.64,2093.88
"ISL",1982,24,0.14841,306,0.791,2061.83
"ISL",1982,25,0.14101,287,0.94,2035.27
"ISL",1982,26,0.14116,280,1.081,1983.58
"ISL",1982,27,0.14021,272,1.222,1939.9
"ISL",1982,28,0.12053,223,1.362,1850.19
"ISL",1982,29,0.11133,198,1.483,1778.51
"ISL",1982,30,0.11443,200,1.594,1747.86
"ISL",1982,31,0.09173,163,1.709,1777.02
"ISL",1982,32,0.09095,151,1.8,1660.27
"ISL",1982,33,0.07093,116,1.891,1635.44
"ISL",1982,34,0.06563,107,1.962,1630.25
"ISL",1982,35,0.05469,81,2.028,1480.99
"ISL",1982,36,0.03657,52,2.082,1422.05
"ISL",1982,37,0.04301,62,2.119,1441.46
"ISL",1982,38,0.03061,41,2.162,1339.26
"ISL",1982,39,0.01796,24,2.193,1336.19
"ISL",1982,40,0.02368,29,2.211,1224.58
"ISL",1982,41,0.01257,14,2.234,1113.87
"ISL",1982,42,0.00656,7,2.247,1066.77
"ISL",1982,43,0.0059,6,2.253,1017.4
"ISL",1982,44,0.00401,4,2.259,998.11
"ISL",1982,45,0.00093,1,2.263,1070.19
"ISL",1982,46,0,0,2.264,1086.62
"ISL",1982,47,0,0,2.264,1098.33
"ISL",1982,48,0,0,2.264,1071.19
"ISL",1982,49,0,0,2.264,1051.57
"ISL",1982,50,0,0,2.264,1102.94
"ISL",1982,51,0,0,2.264,1191.7
"ISL",1982,52,0,0,2.264,1158.52
"ISL",1982,53,0,0,2.264,1079.38
"ISL",1982,54,0,0,2.264,1040.57
"ISL",1982,55,0,0,2.264,1071.25
"ISL",1983,12,0,0,0,1907.64
"ISL",1983,13,3e-05,0.05,0,1961.17
"ISL",1983,14,0.00048,0.94,0,1966.17
"ISL",1983,15,0.00296,6,0.001,2026.46
"ISL",1983,16,0.01805,39,0.003,2160.4
"ISL",1983,17,0.03069,67,0.022,2182.89
"ISL",1983,18,0.06488,145,0.052,2234.83
"ISL",1983,19,0.08248,189,0.117,2291.37
"ISL",1983,20,0.11441,257,0.2,2246.23
"ISL",1983,21,0.13873,299,0.314,2155.19
"ISL",1983,22,0.14808,317,0.453,2140.76
"ISL",1983,23,0.15089,322,0.601,2133.98
"ISL",1983,24,0.13213,276,0.752,2088.9
"ISL",1983,25,0.14575,300,0.884,2058.34
"ISL",1983,26,0.14157,287,1.03,2027.25
"ISL",1983,27,0.13781,273,1.171,1981.04
"ISL",1983,28,0.13299,260,1.309,1955.06
"ISL",1983,29,0.1176,218,1.442,1853.73
"ISL",1983,30,0.11365,203,1.56,1786.11
"ISL",1983,31,0.08972,157,1.673,1749.8
"ISL",1983,32,0.08242,147,1.763,1783.62
"ISL",1983,33,0.08511,142,1.845,1668.35
"ISL",1983,34,0.07597,125,1.93,1645.35
"ISL",1983,35,0.05388,88,2.006,1633.28
"ISL",1983,36,0.03564,53,2.06,1486.94
"ISL",1983,37,0.03927,56,2.096,1425.99
"ISL",1983,38,0.03111,45,2.135,1446.6
"ISL",1983,39,0.02759,37,2.166,1341.23
"ISL",1983,40,0.02551,34,2.194,1332.66
"ISL",1983,41,0.01225,15,2.219,1224.61
"ISL",1983,42,0.0018,2,2.232,1111.91
"ISL",1983,43,0.0047,5,2.233,1064.77
"ISL",1983,44,0.00492,5,2.238,1015.91
"ISL",1983,45,0,0,2.243,998.11
"ISL",1983,46,0,0,2.243,1068.18
"ISL",1983,47,0.00092,1,2.243,1081.65
"ISL",1983,48,0,0,2.244,1096.31
"ISL",1983,49,0,0,2.244,1070.66
"ISL",1983,50,0,0,2.244,1051.09
"ISL",1983,51,0,0,2.244,1102.92
"ISL",1983,52,0,0,2.244,1186.63
"ISL",1983,53,0,0,2.244,1155.05
"ISL",1983,54,0,0,2.244,1074.29
"ISL",1983,55,0,0,2.244,1039.04
"ISL",1984,12,0,0,0,2103.79
"ISL",1984,13,4e-05,0.07,0,1912.59
"ISL",1984,14,0.00048,0.94,0,1964.71
"ISL",1984,15,0.00203,4,0.001,1970.58
"ISL",1984,16,0.01482,30,0.003,2024.93
"ISL",1984,17,0.03324,72,0.017,2165.93
"ISL",1984,18,0.06146,134,0.051,2180.42
"ISL",1984,19,0.07263,163,0.112,2244.26
"ISL",1984,20,0.0945,215,0.185,2275.25
"ISL",1984,21,0.12082,270,0.279,2234.64
"ISL",1984,22,0.1307,279,0.4,2134.67
"ISL",1984,23,0.13129,280,0.531,2132.72
"ISL",1984,24,0.14211,302,0.662,2125.07
"ISL",1984,25,0.13726,287,0.804,2090.9
"ISL",1984,26,0.13507,277,0.941,2050.82
"ISL",1984,27,0.12412,251,1.076,2022.24
"ISL",1984,28,0.11753,234,1.201,1990.93
"ISL",1984,29,0.10754,209,1.318,1943.42
"ISL",1984,30,0.09909,183,1.426,1846.74
"ISL",1984,31,0.09261,165,1.525,1781.59
"ISL",1984,32,0.08494,149,1.617,1754.21
"ISL",1984,33,0.08976,160,1.702,1782.59
"ISL",1984,34,0.06386,107,1.792,1675.41
"ISL",1984,35,0.05522,91,1.856,1647.83
"ISL",1984,36,0.04947,81,1.911,1637.36
"ISL",1984,37,0.03841,57,1.961,1484.12
"ISL",1984,38,0.02527,36,1.999,1424.51
"ISL",1984,39,0.02217,32,2.024,1443.07
"ISL",1984,40,0.01495,20,2.046,1337.86
"ISL",1984,41,0.01051,14,2.061,1332.15
"ISL",1984,42,0.00491,6,2.072,1221.59
"ISL",1984,43,0.0027,3,2.077,1109.42
"ISL",1984,44,0.00094,1,2.08,1063.26
"ISL",1984,45,0,0,2.08,1012.93
"ISL",1984,46,0,0,2.08,998.6
"ISL",1984,47,0,0,2.08,1062.64
"ISL",1984,48,0,0,2.08,1081.65
"ISL",1984,49,0,0,2.08,1093.79
"ISL",1984,50,0,0,2.08,1070.14
"ISL",1984,51,0,0,2.08,1047.65
"ISL",1984,52,0,0,2.08,1098.44
"ISL",1984,53,0,0,2.08,1180.56
"ISL",1984,54,0,0,2.08,1152.57
"ISL",1984,55,0,0,2.08,1070.8
"ISL",1985,12,0,0,0,2181.3
"ISL",1985,13,2e-05,0.04,0,2106.3
"ISL",1985,14,5e-04,0.95,0,1913.04
"ISL",1985,15,0.00458,9,0.001,1964.73
"ISL",1985,16,0.0122,24,0.005,1967.11
"ISL",1985,17,0.03202,65,0.017,2029.98
"ISL",1985,18,0.05218,113,0.049,2165.4
"ISL",1985,19,0.06678,146,0.102,2186.37
"ISL",1985,20,0.08232,183,0.168,2222.91
"ISL",1985,21,0.11432,258,0.251,2256.74
"ISL",1985,22,0.11114,245,0.365,2204.51
"ISL",1985,23,0.1207,255,0.476,2112.64
"ISL",1985,24,0.1327,280,0.597,2110.08
"ISL",1985,25,0.12897,273,0.729,2116.7
"ISL",1985,26,0.13115,272,0.858,2073.93
"ISL",1985,27,0.11777,241,0.99,2046.28
"ISL",1985,28,0.11129,225,1.107,2021.74
"ISL",1985,29,0.09836,195,1.219,1982.55
"ISL",1985,30,0.10511,203,1.317,1931.28
"ISL",1985,31,0.08418,155,1.422,1841.27
"ISL",1985,32,0.07334,130,1.506,1772.61
"ISL",1985,33,0.08332,146,1.58,1752.25
"ISL",1985,34,0.0578,103,1.663,1782.07
"ISL",1985,35,0.0561,94,1.721,1675.44
"ISL",1985,36,0.04864,80,1.777,1644.88
"ISL",1985,37,0.03671,60,1.826,1634.24
"ISL",1985,38,0.02709,40,1.862,1476.66
"ISL",1985,39,0.01268,18,1.889,1420.08
"ISL",1985,40,0.01114,16,1.902,1435.89
"ISL",1985,41,0.00971,13,1.913,1338.84
"ISL",1985,42,0.00451,6,1.923,1330.64
"ISL",1985,43,0.0041,5,1.927,1220.57
"ISL",1985,44,0,0,1.931,1107.94
"ISL",1985,45,0.00188,2,1.931,1061.72
"ISL",1985,46,0,0,1.933,1012.46
"ISL",1985,47,0,0,1.933,995.16
"ISL",1985,48,0,0,1.933,1064.16
"ISL",1985,49,0,0,1.933,1074.2
"ISL",1985,50,0,0,1.933,1094.29
"ISL",1985,51,0,0,1.933,1065.62
"ISL",1985,52,0,0,1.933,1045.67
"ISL",1985,53,0,0,1.933,1095.48
"ISL",1985,54,0,0,1.933,1179.04
"ISL",1985,55,0,0,1.933,1147.08
"ISL",1986,12,0,0,0,2028.01
"ISL",1986,13,2e-05,0.04,0,2185.91
"ISL",1986,14,0.00046,0.96,0,2105.31
"ISL",1986,15,0.00523,10,0,1913.02
"ISL",1986,16,0.0102,20,0.006,1961.19
"ISL",1986,17,0.02738,54,0.016,1972.59
"ISL",1986,18,0.04577,93,0.043,2032
"ISL",1986,19,0.06348,138,0.089,2173.91
"ISL",1986,20,0.08347,181,0.153,2168.56
"ISL",1986,21,0.09415,207,0.236,2198.52
"ISL",1986,22,0.11314,252,0.33,2227.27
"ISL",1986,23,0.12494,273,0.443,2185.02
"ISL",1986,24,0.13744,287,0.568,2088.15
"ISL",1986,25,0.13615,284,0.706,2085.92
"ISL",1986,26,0.12668,267,0.842,2107.65
"ISL",1986,27,0.11859,245,0.969,2065.97
"ISL",1986,28,0.12565,257,1.087,2045.28
"ISL",1986,29,0.11129,224,1.213,2012.73
"ISL",1986,30,0.09448,186,1.324,1968.67
"ISL",1986,31,0.09846,189,1.419,1919.66
"ISL",1986,32,0.08385,154,1.517,1836.72
"ISL",1986,33,0.07488,133,1.601,1776.1
"ISL",1986,34,0.05539,97,1.676,1751.28
"ISL",1986,35,0.05389,96,1.731,1781.57
"ISL",1986,36,0.04607,77,1.785,1671.4
"ISL",1986,37,0.03031,50,1.831,1649.85
"ISL",1986,38,0.02396,39,1.861,1627.65
"ISL",1986,39,0.01423,21,1.885,1475.68
"ISL",1986,40,0.00918,13,1.9,1416.14
"ISL",1986,41,0.01041,15,1.909,1440.98
"ISL",1986,42,0.00598,8,1.919,1337.39
"ISL",1986,43,0.003,4,1.925,1331.13
"ISL",1986,44,0.00327,4,1.928,1221.53
"ISL",1986,45,9e-04,1,1.931,1107.97
"ISL",1986,46,0.00095,1,1.932,1057.72
"ISL",1986,47,0,0,1.933,1008.94
"ISL",1986,48,0,0,1.933,994.69
"ISL",1986,49,0,0,1.933,1057.11
"ISL",1986,50,0,0,1.933,1074.7
"ISL",1986,51,0,0,1.933,1088.23
"ISL",1986,52,0,0,1.933,1062.14
"ISL",1986,53,0,0,1.933,1044.22
"ISL",1986,54,0,0,1.933,1090.44
"ISL",1986,55,0,0,1.933,1173.98
"ISL",1987,12,0,0,0,2000.79
"ISL",1987,13,3e-05,0.07,0,2041.08
"ISL",1987,14,0.00043,0.94,0,2188.44
"ISL",1987,15,0.0019,4,0,2103.8
"ISL",1987,16,0.01251,24,0.002,1919.08
"ISL",1987,17,0.0249,49,0.015,1967.73
"ISL",1987,18,0.04497,89,0.04,1979.1
"ISL",1987,19,0.06272,129,0.085,2056.83
"ISL",1987,20,0.09311,203,0.147,2180.14
"ISL",1987,21,0.1132,245,0.241,2164.33
"ISL",1987,22,0.10862,238,0.354,2191.16
"ISL",1987,23,0.13966,312,0.462,2233.93
"ISL",1987,24,0.13542,294,0.602,2171.01
"ISL",1987,25,0.13072,271,0.737,2073.18
"ISL",1987,26,0.13378,282,0.868,2108.02
"ISL",1987,27,0.13025,274,1.002,2103.67
"ISL",1987,28,0.11671,242,1.132,2073.46
"ISL",1987,29,0.11881,243,1.249,2045.36
"ISL",1987,30,0.1058,213,1.368,2013.22
"ISL",1987,31,0.11031,217,1.474,1967.25
"ISL",1987,32,0.09115,176,1.584,1930.79
"ISL",1987,33,0.08369,154,1.675,1840.22
"ISL",1987,34,0.07761,139,1.759,1791.04
"ISL",1987,35,0.06365,112,1.836,1759.71
"ISL",1987,36,0.04747,85,1.9,1790.72
"ISL",1987,37,0.02927,49,1.947,1673.91
"ISL",1987,38,0.03217,53,1.977,1647.36
"ISL",1987,39,0.02084,34,2.009,1631.13
"ISL",1987,40,0.01626,24,2.03,1476.15
"ISL",1987,41,0.01336,19,2.046,1422.05
"ISL",1987,42,0.00764,11,2.059,1439.93
"ISL",1987,43,0.00224,3,2.067,1338.86
"ISL",1987,44,0.0015,2,2.069,1333.65
"ISL",1987,45,0.00164,2,2.071,1221
"ISL",1987,46,0,0,2.072,1105.44
"ISL",1987,47,0,0,2.072,1056.2
"ISL",1987,48,0,0,2.072,1006.9
"ISL",1987,49,0,0,2.072,989.27
"ISL",1987,50,0,0,2.072,1054.59
"ISL",1987,51,0,0,2.072,1068.75
"ISL",1987,52,0,0,2.072,1080.15
"ISL",1987,53,0,0,2.072,1060.08
"ISL",1987,54,0,0,2.072,1036.33
"ISL",1987,55,0,0,2.072,1087.48
"ISL",1988,12,0,0,0,2053.97
"ISL",1988,13,2e-05,0.04,0,2011.63
"ISL",1988,14,0.00047,0.96,0,2045.09
"ISL",1988,15,0.00365,8,0,2193.08
"ISL",1988,16,0.01319,28,0.004,2122.37
"ISL",1988,17,0.02582,50,0.017,1936.54
"ISL",1988,18,0.05336,106,0.043,1986.43
"ISL",1988,19,0.06567,133,0.097,2025.42
"ISL",1988,20,0.09459,198,0.162,2093.25
"ISL",1988,21,0.10985,241,0.257,2193.86
"ISL",1988,22,0.12694,277,0.367,2182.07
"ISL",1988,23,0.1363,303,0.494,2223.04
"ISL",1988,24,0.1221,274,0.63,2244.14
"ISL",1988,25,0.14173,311,0.752,2194.25
"ISL",1988,26,0.15008,317,0.894,2112.2
"ISL",1988,27,0.15558,330,1.044,2121.03
"ISL",1988,28,0.14868,315,1.199,2118.58
"ISL",1988,29,0.13506,283,1.348,2095.4
"ISL",1988,30,0.12982,268,1.483,2064.43
"ISL",1988,31,0.12634,256,1.613,2026.25
"ISL",1988,32,0.11892,236,1.739,1984.61
"ISL",1988,33,0.07844,152,1.858,1937.87
"ISL",1988,34,0.07838,146,1.937,1862.72
"ISL",1988,35,0.06602,119,2.015,1802.58
"ISL",1988,36,0.053,94,2.081,1773.53
"ISL",1988,37,0.0356,64,2.134,1797.82
"ISL",1988,38,0.03937,66,2.17,1676.38
"ISL",1988,39,0.02298,38,2.209,1653.82
"ISL",1988,40,0.01475,24,2.232,1627.65
"ISL",1988,41,0.01144,17,2.247,1486.01
"ISL",1988,42,0.00702,10,2.258,1425.5
"ISL",1988,43,0.00277,4,2.265,1441.48
"ISL",1988,44,0.00298,4,2.268,1343.22
"ISL",1988,45,0,0,2.271,1335.15
"ISL",1988,46,0,0,2.271,1223.49
"ISL",1988,47,0,0,2.271,1105.93
"ISL",1988,48,0,0,2.271,1057.69
"ISL",1988,49,0,0,2.271,1003.83
"ISL",1988,50,0,0,2.271,989.24
"ISL",1988,51,0,0,2.271,1051.06
"ISL",1988,52,0,0,2.271,1063.8
"ISL",1988,53,0,0,2.271,1075.6
"ISL",1988,54,0,0,2.271,1055.54
"ISL",1988,55,0,0,2.271,1035.84
"ISL",1989,12,0,0,0,1966.16
"ISL",1989,13,3e-05,0.07,0,2051.37
"ISL",1989,14,0.00046,0.93,0,2012.57
"ISL",1989,15,0.00195,4,0,2047.4
"ISL",1989,16,0.00771,17,0.002,2205.57
"ISL",1989,17,0.0271,58,0.01,2140.38
"ISL",1989,18,0.04897,95,0.037,1939.81
"ISL",1989,19,0.06243,126,0.086,2018.38
"ISL",1989,20,0.07513,153,0.149,2036.56
"ISL",1989,21,0.11187,232,0.224,2073.92
"ISL",1989,22,0.11085,243,0.336,2192.2
"ISL",1989,23,0.12998,284,0.446,2184.95
"ISL",1989,24,0.13794,306,0.576,2218.37
"ISL",1989,25,0.14596,328,0.714,2247.16
"ISL",1989,26,0.14894,327,0.86,2195.5
"ISL",1989,27,0.12829,272,1.009,2120.13
"ISL",1989,28,0.13122,279,1.138,2126.12
"ISL",1989,29,0.1374,292,1.269,2125.14
"ISL",1989,30,0.13017,273,1.406,2097.32
"ISL",1989,31,0.11454,236,1.536,2060.35
"ISL",1989,32,0.11216,228,1.651,2032.77
"ISL",1989,33,0.08914,177,1.763,1985.55
"ISL",1989,34,0.07107,138,1.852,1941.88
"ISL",1989,35,0.07287,136,1.923,1866.24
"ISL",1989,36,0.05834,105,1.996,1799.64
"ISL",1989,37,0.04387,78,2.055,1777.95
"ISL",1989,38,0.02679,48,2.098,1791.7
"ISL",1989,39,0.02978,50,2.125,1678.91
"ISL",1989,40,0.02307,38,2.155,1646.87
"ISL",1989,41,0.01101,18,2.178,1635.31
"ISL",1989,42,0.00739,11,2.189,1487.58
"ISL",1989,43,0.00211,3,2.196,1423.53
"ISL",1989,44,0.00138,2,2.199,1444.6
"ISL",1989,45,0.00149,2,2.2,1342.77
"ISL",1989,46,0,0,2.201,1334.18
"ISL",1989,47,0,0,2.201,1218.55
"ISL",1989,48,0,0,2.201,1107.44
"ISL",1989,49,0,0,2.201,1052.72
"ISL",1989,50,0,0,2.201,1005.4
"ISL",1989,51,0,0,2.201,989.72
"ISL",1989,52,0,0,2.201,1049.55
"ISL",1989,53,0,0,2.201,1058.35
"ISL",1989,54,0,0,2.201,1075.6
"ISL",1989,55,0,0,2.201,1054.03
"ISL",1990,12,0,0,0,1935.25
"ISL",1990,13,0,0,0,1962.26
"ISL",1990,14,0,0,0,2049.88
"ISL",1990,15,0.00248,5,0,2013.13
"ISL",1990,16,0.01221,25,0.002,2048.31
"ISL",1990,17,0.02443,54,0.015,2210.07
"ISL",1990,18,0.04854,103,0.039,2121.82
"ISL",1990,19,0.0657,128,0.088,1948.24
"ISL",1990,20,0.0842,168,0.153,1995.16
"ISL",1990,21,0.11398,228,0.238,2000.33
"ISL",1990,22,0.11793,241,0.352,2043.6
"ISL",1990,23,0.12504,270,0.469,2159.39
"ISL",1990,24,0.14245,307,0.595,2155.16
"ISL",1990,25,0.14934,327,0.737,2189.61
"ISL",1990,26,0.14898,331,0.886,2221.77
"ISL",1990,27,0.14725,321,1.035,2179.93
"ISL",1990,28,0.13784,291,1.183,2111.12
"ISL",1990,29,0.14204,299,1.32,2105.02
"ISL",1990,30,0.12766,268,1.462,2099.32
"ISL",1990,31,0.12374,257,1.59,2076.89
"ISL",1990,32,0.1178,242,1.714,2054.33
"ISL",1990,33,0.10517,213,1.832,2025.25
"ISL",1990,34,0.08664,171,1.937,1973.63
"ISL",1990,35,0.06532,127,2.023,1944.42
"ISL",1990,36,0.06607,123,2.089,1861.68
"ISL",1990,37,0.04335,78,2.155,1799.13
"ISL",1990,38,0.04476,79,2.198,1765.11
"ISL",1990,39,0.03073,55,2.243,1789.67
"ISL",1990,40,0.01314,22,2.274,1674.38
"ISL",1990,41,0.01034,17,2.287,1643.9
"ISL",1990,42,0.00429,7,2.297,1631.78
"ISL",1990,43,0.00472,7,2.301,1481.61
"ISL",1990,44,0.00211,3,2.306,1420.57
"ISL",1990,45,7e-04,1,2.308,1436.96
"ISL",1990,46,0,0,2.309,1335.43
"ISL",1990,47,0,0,2.309,1326.14
"ISL",1990,48,0,0,2.309,1214.09
"ISL",1990,49,0,0,2.309,1098.99
"ISL",1990,50,0,0,2.309,1047.73
"ISL",1990,51,0,0,2.309,1004.96
"ISL",1990,52,0,0,2.309,985.79
"ISL",1990,53,0,0,2.309,1045.52
"ISL",1990,54,0,0,2.309,1060.82
"ISL",1990,55,0,0,2.309,1073.58
"ISL",1991,12,0,0,0,2117.64
"ISL",1991,13,0,0,0,1933.76
"ISL",1991,14,0,0,0,1963.79
"ISL",1991,15,0.00195,4,0,2056.43
"ISL",1991,16,0.0099,20,0.002,2021.22
"ISL",1991,17,0.02861,59,0.012,2062.03
"ISL",1991,18,0.03846,85,0.04,2209.87
"ISL",1991,19,0.06042,130,0.079,2151.51
"ISL",1991,20,0.07495,146,0.139,1948.01
"ISL",1991,21,0.08659,172,0.214,1986.34
"ISL",1991,22,0.0932,186,0.301,1995.61
"ISL",1991,23,0.11982,245,0.394,2044.75
"ISL",1991,24,0.13465,291,0.514,2161.11
"ISL",1991,25,0.13436,291,0.649,2165.78
"ISL",1991,26,0.14538,319,0.783,2194.19
"ISL",1991,27,0.15194,338,0.928,2224.49
"ISL",1991,28,0.12945,282,1.08,2178.5
"ISL",1991,29,0.1272,266,1.21,2091.15
"ISL",1991,30,0.11953,251,1.337,2099.86
"ISL",1991,31,0.11723,245,1.456,2089.83
"ISL",1991,32,0.10645,222,1.574,2085.41
"ISL",1991,33,0.09504,196,1.68,2062.4
"ISL",1991,34,0.09984,202,1.775,2023.24
"ISL",1991,35,0.0729,145,1.875,1989.06
"ISL",1991,36,0.06352,124,1.948,1952
"ISL",1991,37,0.05506,103,2.011,1870.62
"ISL",1991,38,0.0394,71,2.066,1802.06
"ISL",1991,39,0.03063,54,2.106,1763.15
"ISL",1991,40,0.01901,34,2.137,1788.16
"ISL",1991,41,0.0149,25,2.156,1677.81
"ISL",1991,42,0.0085,14,2.17,1646.82
"ISL",1991,43,0.00614,10,2.179,1628.21
"ISL",1991,44,0.00135,2,2.185,1481.55
"ISL",1991,45,0.00071,1,2.186,1416.63
"ISL",1991,46,0,0,2.187,1434.33
"ISL",1991,47,0,0,2.187,1333.88
"ISL",1991,48,0,0,2.187,1319.6
"ISL",1991,49,0,0,2.187,1208.03
"ISL",1991,50,0,0,2.187,1092.52
"ISL",1991,51,0,0,2.187,1045.2
"ISL",1991,52,0,0,2.187,1003.4
"ISL",1991,53,0,0,2.187,982.82
"ISL",1991,54,0,0,2.187,1045.52
"ISL",1991,55,0,0,2.187,1055.86
"ISL",1992,12,0,0,0,2225.88
"ISL",1992,13,0,0,0,2112.07
"ISL",1992,14,0.00103,2,0,1938.21
"ISL",1992,15,0.00101,2,0.001,1971.79
"ISL",1992,16,0.00967,20,0.002,2068.94
"ISL",1992,17,0.0231,47,0.012,2034.47
"ISL",1992,18,0.04155,86,0.035,2069.79
"ISL",1992,19,0.05597,126,0.076,2251.12
"ISL",1992,20,0.06682,144,0.132,2154.91
"ISL",1992,21,0.09671,188,0.199,1943.88
"ISL",1992,22,0.10359,206,0.296,1988.68
"ISL",1992,23,0.11358,228,0.399,2007.37
"ISL",1992,24,0.13666,279,0.513,2041.56
"ISL",1992,25,0.13901,302,0.65,2172.54
"ISL",1992,26,0.14196,307,0.789,2162.57
"ISL",1992,27,0.13394,294,0.931,2195.06
"ISL",1992,28,0.1488,331,1.065,2224.39
"ISL",1992,29,0.14477,314,1.213,2168.96
"ISL",1992,30,0.1241,261,1.358,2103.13
"ISL",1992,31,0.12402,259,1.482,2088.32
"ISL",1992,32,0.09975,210,1.606,2105.29
"ISL",1992,33,0.10196,214,1.706,2098.85
"ISL",1992,34,0.09197,190,1.808,2065.88
"ISL",1992,35,0.07568,154,1.9,2034.77
"ISL",1992,36,0.07019,140,1.976,1994.5
"ISL",1992,37,0.04803,94,2.046,1957.03
"ISL",1992,38,0.04265,80,2.094,1875.67
"ISL",1992,39,0.02443,44,2.137,1801.07
"ISL",1992,40,0.02155,38,2.161,1763.15
"ISL",1992,41,0.0106,19,2.183,1792.69
"ISL",1992,42,0.00895,15,2.193,1676.44
"ISL",1992,43,0.00548,9,2.202,1643.38
"ISL",1992,44,0.00246,4,2.208,1628.75
"ISL",1992,45,0.00067,1,2.21,1482.59
"ISL",1992,46,0.00071,1,2.211,1416.63
"ISL",1992,47,0,0,2.211,1434.35
"ISL",1992,48,0,0,2.211,1328.5
"ISL",1992,49,0,0,2.211,1312.59
"ISL",1992,50,0,0,2.211,1201.01
"ISL",1992,51,0,0,2.211,1091.53
"ISL",1992,52,0,0,2.211,1045.22
"ISL",1992,53,0,0,2.211,1001.92
"ISL",1992,54,0,0,2.211,980.36
"ISL",1992,55,0,0,2.211,1039.48
"ISL",1993,12,0,0,0,2120.49
"ISL",1993,13,0,0,0,2222.43
"ISL",1993,14,0.00047,1,0,2115.09
"ISL",1993,15,0.00206,4,0,1941.64
"ISL",1993,16,0.00811,16,0.003,1972.19
"ISL",1993,17,0.01782,37,0.011,2076.57
"ISL",1993,18,0.03379,69,0.028,2042.03
"ISL",1993,19,0.05297,111,0.062,2095.55
"ISL",1993,20,0.07537,168,0.115,2228.89
"ISL",1993,21,0.09004,192,0.191,2132.33
"ISL",1993,22,0.10433,201,0.281,1926.49
"ISL",1993,23,0.1244,246,0.385,1977.54
"ISL",1993,24,0.13027,259,0.509,1988.12
"ISL",1993,25,0.13741,279,0.64,2030.48
"ISL",1993,26,0.14201,306,0.777,2154.77
"ISL",1993,27,0.14996,322,0.919,2147.17
"ISL",1993,28,0.16135,352,1.069,2181.61
"ISL",1993,29,0.12723,282,1.23,2216.42
"ISL",1993,30,0.12814,278,1.358,2169.43
"ISL",1993,31,0.12083,252,1.486,2085.64
"ISL",1993,32,0.10072,211,1.607,2094.87
"ISL",1993,33,0.09841,207,1.707,2103.36
